ID,LUCID_zip,Wpoor,Bpoor,Wwealthy,Bwealthy,city_B,city_W,poverty_city_Other,US_B,US_W,poverty_US_Other,statusBlack,statusWhite,welfsupp1,welfsupp2,welfsupp3,recip1,recip2,recip3,recip4,recip5,SuppRep1,SuppRep2,SuppRep3,Vote_Biden,Vote_Sanders,Vote_Trump,vote_final,black_contact1,black_contact2,black_contact3,black_quality1,black_quality2,black_quality3,black_quality4,white_contact1,white_contact2,white_contact3,white_quality1,white_quality2,white_quality3,white_quality4,ThermBlack,ThermWhite,ThermHisp,ThermAsian,ThermNatAm,IMS1,IMS2,IMS3,IMS4,IMS5,soc_iss,econ_iss,pol_aff,age,gender,gender_TEXT,receivewelf1,income,edu,LadderSelf,race_White,race_Black,race_NatAm,race_Asian,race_Multiracial,race_Multiracial_TEXT,race_Other,race_Other_TEXT,ethn_NotHispLat,ethn_HispLat,White_ident,Black_ident,State,zip,CALC_VAR_BELOW,WelfSupport,Democrat,PsWhite,recip1R,recip2R,recip3R,HardworkingWelf
787,90044,2,2,4,3,45.00,35.00,20.00,55.00,35.00,10.00,41.00,33.00,6,5,6,1,1,1,4,5,4,4,3,84.00,82.00,1.00,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,3,3,2,5,4,4,87.00,78.00,86.00,79.00,91.00,7,1,7,7,7,2,2,3,68,1,,0,11,5,4,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,4,5,90262,#NULL!,5.67,1.00,0.00,6.00,6.00,6.00,5.40
788,10001,2,3,3,3,50.00,35.00,15.00,20.00,45.00,35.00,64.00,47.00,4,5,3,1,1,1,5,5,2,5,5,91.00,78.00,53.00,1,5,4,5,4,4,4,4,5,4,4,4,4,4,4,96.00,92.00,89.00,89.00,89.00,7,1,7,6,6,2,4,3,50,1,,0,17,5,6,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,4,33,10001,#NULL!,4.00,1.00,0.00,6.00,6.00,6.00,5.60
790,10007,3,3,5,4,25.00,25.00,50.00,30.00,25.00,45.00,70.00,50.00,6,4,4,3,3,3,3,4,3,3,4,43.00,50.00,76.00,3,4,4,5,5,5,4,5,3,3,4,4,4,3,4,91.00,51.00,29.00,49.00,56.00,5,5,5,4,4,1,2,3,40,1,,0,20,5,8,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,3,33,10007,#NULL!,4.67,1.00,0.00,4.00,4.00,4.00,3.80
792,78745,1,6,6,3,60.00,20.00,20.00,60.00,20.00,20.00,5.00,100.00,6,1,6,6,4,4,4,4,1,1,6,100.00,31.00,3.00,1,1,1,3,5,5,3,5,1,2,1,5,3,1,3,100.00,6.00,4.00,4.00,3.00,1,1,7,7,7,1,1,3,61,2,,0,9,5,4,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,45,78745,#NULL!,4.33,1.00,0.00,1.00,3.00,3.00,3.00
793,33403,4,2,3,5,20.00,50.00,30.00,30.00,40.00,30.00,85.00,87.00,6,4,6,2,3,2,5,5,5,5,5,80.00,100.00,0.00,2,4,4,4,5,5,5,5,4,4,4,3,4,4,4,100.00,92.00,96.00,89.00,98.00,6,1,6,6,6,4,6,3,60,2,,0,14,4,7,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,4,10,33403,#NULL!,5.33,1.00,0.00,5.00,4.00,5.00,4.80
794,30286,1,6,5,1,80.00,20.00,0.00,60.00,40.00,0.00,17.00,99.00,6,6,6,1,1,1,4,4,1,1,6,100.00,58.00,0.00,1,1,1,2,5,5,5,5,1,2,2,1,3,1,5,100.00,50.00,52.00,52.00,54.00,6,1,7,7,7,4,4,3,55,2,,0,5,2,3,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,11,30286,#NULL!,6.00,1.00,0.00,6.00,6.00,6.00,5.20
795,76262,2,2,2,2,50.00,30.00,20.00,50.00,30.00,20.00,80.00,80.00,3,5,2,1,2,1,4,4,1,1,6,100.00,50.00,1.00,1,5,1,2,5,5,3,3,2,1,1,1,3,2,3,100.00,50.00,100.00,100.00,100.00,7,1,7,7,7,3,5,3,65,1,,0,18,6,8,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,3,45,76262,#NULL!,3.33,1.00,0.00,6.00,5.00,6.00,5.00
796,75098,2,2,2,2,30.00,40.00,30.00,0.00,40.00,60.00,59.00,86.00,4,4,5,2,2,2,5,5,1,1,4,100.00,79.00,1.00,1,3,3,3,5,5,5,5,3,3,3,5,5,5,5,92.00,92.00,94.00,90.00,89.00,7,1,7,7,7,2,2,3,43,2,,0,16,5,8,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,45,75098,#NULL!,4.33,1.00,0.00,5.00,5.00,5.00,5.00
798,32801,4,3,1,2,60.00,30.00,10.00,60.00,40.00,0.00,21.00,0.00,6,5,6,3,4,5,1,2,3,4,4,3.00,100.00,0.00,2,5,2,5,5,4,4,2,4,2,5,3,3,3,3,70.00,70.00,28.00,39.00,50.00,7,5,7,7,6,4,5,2,36,2,,0,12,5,1,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,4,10,32801,#NULL!,5.67,0.00,0.00,4.00,3.00,2.00,2.40
799,60608,4,4,5,4,40.00,20.00,40.00,40.00,20.00,40.00,50.00,52.00,5,5,5,4,2,1,3,4,2,2,4,100.00,100.00,2.00,1,5,5,5,5,5,4,4,4,1,1,3,5,3,3,93.00,71.00,84.00,53.00,54.00,5,1,7,7,7,5,4,3,50,1,,0,14,5,5,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,14,60643,#NULL!,5.00,1.00,0.00,3.00,5.00,6.00,4.20
800,02302,3,3,4,4,40.00,35.00,25.00,40.00,35.00,25.00,51.00,50.00,4,4,4,4,3,2,4,4,1,2,5,89.00,53.00,5.00,1,3,3,5,5,5,5,5,3,1,2,1,3,1,1,79.00,68.00,70.00,51.00,50.00,4,1,7,7,7,3,1,3,25,2,,0,9,4,4,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,4,22,02302,#NULL!,4.00,1.00,0.00,3.00,4.00,5.00,4.00
801,62208,4,4,4,3,40.00,30.00,30.00,50.00,25.00,25.00,92.00,70.00,4,4,4,3,3,3,4,4,2,3,5,7.00,49.00,24.00,2,4,3,5,3,3,3,3,3,4,1,3,3,3,3,100.00,29.00,14.00,39.00,61.00,7,1,7,7,7,4,4,2,48,1,,0,16,5,7,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,4,14,62208,#NULL!,4.00,0.00,0.00,4.00,4.00,4.00,4.00
802,27849,2,6,4,2,50.00,40.00,10.00,50.00,40.00,10.00,50.00,52.00,5,5,5,3,3,3,4,4,1,1,6,100.00,50.00,0.00,1,5,1,5,5,3,3,3,3,1,1,3,3,3,3,100.00,100.00,99.00,100.00,100.00,6,2,7,7,7,4,4,3,51,2,,0,11,6,5,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,34,27849,#NULL!,5.00,1.00,0.00,4.00,4.00,4.00,4.00
804,30907,2,5,4,3,70.00,10.00,20.00,60.00,10.00,30.00,70.00,50.00,6,4,4,3,3,3,2,4,5,5,2,100.00,51.00,0.00,1,4,2,3,4,3,4,5,4,3,2,4,3,4,5,100.00,100.00,100.00,100.00,100.00,7,1,7,7,7,4,2,2,53,1,,0,15,7,5,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,11,30907,#NULL!,4.67,0.00,0.00,4.00,4.00,4.00,3.60
805,39120,1,6,6,4,55.00,36.00,9.00,12.00,63.00,25.00,95.00,37.00,6,5,6,1,1,1,5,4,6,1,6,44.00,87.00,29.00,2,3,5,2,5,5,5,5,5,1,1,4,3,3,3,82.00,44.00,62.00,18.00,77.00,6,5,5,4,4,4,6,2,29,1,,0,10,4,2,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,25,39120,#NULL!,5.67,0.00,0.00,6.00,6.00,6.00,5.40
806,92308,1,4,4,3,40.00,30.00,30.00,40.00,30.00,30.00,50.00,50.00,6,5,6,4,4,4,2,5,1,3,6,50.00,50.00,0.00,1,1,2,2,5,5,3,4,1,4,5,5,4,3,5,100.00,100.00,100.00,100.00,100.00,7,6,7,6,7,4,4,3,32,2,,0,13,2,2,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,5,92308,#NULL!,5.67,1.00,0.00,3.00,3.00,3.00,3.20
807,75474,4,6,5,3,40.00,25.00,35.00,45.00,20.00,35.00,50.00,20.00,4,5,5,2,4,3,2,3,2,1,4,100.00,61.00,0.00,1,3,1,5,4,3,3,4,4,5,3,2,1,3,4,90.00,90.00,90.00,90.00,90.00,7,1,7,7,6,3,2,4,34,2,,0,10,2,4,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,45,75474,#NULL!,4.67,0.00,0.00,5.00,3.00,4.00,3.40
808,55379,4,3,6,4,40.00,50.00,10.00,40.00,50.00,10.00,51.00,31.00,6,4,6,6,2,2,1,3,6,4,6,10.00,81.00,1.00,2,5,1,2,5,3,1,3,5,5,3,5,3,1,4,51.00,51.00,51.00,51.00,50.00,7,1,7,7,7,4,4,2,24,2,,0,7,3,4,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,3,24,55379,#NULL!,5.33,0.00,0.00,1.00,5.00,5.00,3.00
809,20002,2,3,3,3,25.00,25.00,50.00,20.00,50.00,30.00,54.00,50.00,5,5,4,4,4,3,4,3,6,1,6,65.00,7.00,4.00,1,3,3,3,5,5,1,5,3,3,2,5,5,1,5,82.00,46.00,52.00,82.00,83.00,7,1,7,7,7,4,3,3,25,2,,0,10,5,7,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,9,20002,#NULL!,4.67,1.00,0.00,3.00,3.00,4.00,3.40
810,31630,3,5,4,2,85.00,15.00,0.00,20.00,50.00,30.00,50.00,0.00,2,5,6,1,1,1,6,6,1,1,6,100.00,59.00,0.00,1,1,5,5,5,5,5,5,1,3,1,1,1,1,3,99.00,38.00,93.00,54.00,93.00,7,1,7,7,7,1,1,3,34,2,,0,14,5,4,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,11,31630,#NULL!,4.33,1.00,0.00,6.00,6.00,6.00,6.00
811,11783,1,1,1,1,0.00,0.00,100.00,0.00,0.00,100.00,21.00,14.00,1,1,1,1,1,1,1,1,1,1,1,45.00,10.00,15.00,2,1,1,1,5,5,5,5,2,2,2,5,5,5,5,21.00,48.00,25.00,33.00,27.00,2,2,2,2,2,2,2,2,28,2,,0,1,2,3,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,33,11783,#NULL!,1.00,0.00,0.00,6.00,6.00,6.00,4.00
813,36271,3,4,3,3,20.00,20.00,60.00,35.00,35.00,30.00,54.00,57.00,4,4,4,4,2,2,2,4,4,2,3,72.00,64.00,29.00,1,2,3,2,5,5,3,5,2,2,1,4,5,2,5,80.00,66.00,76.00,61.00,75.00,7,1,6,7,6,4,4,3,68,2,,0,9,3,5,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,4,1,36271,#NULL!,4.00,1.00,0.00,3.00,5.00,5.00,3.80
814,48220,2,2,2,2,30.00,60.00,10.00,40.00,40.00,20.00,59.00,57.00,5,4,4,5,3,1,5,5,1,3,5,100.00,98.00,7.00,1,3,3,4,5,4,4,5,5,5,5,5,4,3,5,92.00,95.00,91.00,85.00,97.00,7,2,6,7,7,1,1,3,36,1,,0,9,2,5,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,4,23,48220,#NULL!,4.33,1.00,0.00,2.00,4.00,6.00,4.40
815,27332,2,2,5,3,10.00,75.00,15.00,15.00,65.00,20.00,51.00,6.00,6,4,4,5,5,4,3,3,1,1,6,27.00,100.00,5.00,2,4,4,4,5,5,5,5,4,1,2,2,1,2,3,100.00,49.00,77.00,68.00,72.00,4,4,5,5,4,5,4,3,20,2,,0,16,3,3,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,34,27332,#NULL!,4.67,1.00,0.00,2.00,2.00,3.00,2.60
816,19050,2,3,5,4,25.00,25.00,50.00,25.00,20.00,55.00,51.00,43.00,6,6,6,6,4,3,3,4,1,5,6,67.00,56.00,60.00,1,4,3,4,3,5,4,4,4,5,4,4,5,4,5,80.00,68.00,76.00,73.00,69.00,6,5,4,5,5,5,6,3,42,2,,0,5,5,5,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,39,19050,#NULL!,6.00,1.00,0.00,1.00,3.00,4.00,3.00
817,36066,1,4,4,1,85.00,15.00,0.00,55.00,45.00,0.00,72.00,52.00,2,2,1,3,6,5,1,2,1,2,5,#NULL!,#NULL!,100.00,3,5,5,5,#NULL!,5,#NULL!,#NULL!,5,5,3,#NULL!,5,#NULL!,#NULL!,100.00,100.00,100.00,100.00,100.00,7,1,7,7,7,7,7,2,39,1,,0,15,5,6,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,4,1,36066,#NULL!,1.67,0.00,0.00,4.00,1.00,2.00,2.00
818,75043,1,1,4,2,25.00,25.00,50.00,25.00,25.00,50.00,68.00,60.00,4,4,4,3,4,4,4,5,4,1,4,76.00,84.00,84.00,1,2,3,2,5,3,5,3,5,4,5,5,3,2,5,83.00,42.00,98.00,76.00,78.00,4,5,4,5,3,6,7,3,41,2,,0,15,3,7,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,4,45,75043,#NULL!,4.00,1.00,0.00,4.00,3.00,3.00,3.80
820,85022,2,4,4,3,40.00,40.00,20.00,40.00,40.00,20.00,65.00,48.00,4,4,4,4,4,4,4,4,4,4,4,4.00,6.00,94.00,3,2,1,2,3,3,3,3,2,2,2,3,3,3,3,81.00,48.00,34.00,21.00,22.00,3,3,3,3,3,4,4,1,54,1,,0,11,2,6,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,3,85022,#NULL!,4.00,0.00,0.00,3.00,3.00,3.00,3.40
821,60617,2,5,4,2,70.00,10.00,20.00,80.00,5.00,15.00,53.00,51.00,4,4,4,2,3,3,3,2,4,5,4,24.00,41.00,17.00,2,2,3,3,4,3,4,3,2,2,3,4,3,4,3,58.00,25.00,53.00,23.00,26.00,4,4,4,5,5,4,4,2,29,1,,0,1,3,4,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,2,14,60617,#NULL!,4.00,0.00,0.00,5.00,4.00,4.00,3.60
822,70003,4,4,4,4,50.00,50.00,0.00,50.00,50.00,0.00,18.00,79.00,4,2,5,5,1,1,4,4,1,1,5,49.00,31.00,60.00,1,3,4,4,3,2,4,2,4,4,3,5,4,4,5,68.00,61.00,17.00,26.00,49.00,5,3,3,6,7,1,1,1,25,1,,0,14,4,4,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,#NULL!,5,19,70003,#NULL!,3.67,0.00,0.00,2.00,6.00,6.00,4.40
824,48228,4,4,4,4,40.00,30.00,30.00,20.00,40.00,40.00,100.00,41.00,6,6,6,3,3,1,4,4,6,1,6,30.00,100.00,0.00,2,5,5,5,5,5,5,5,4,2,1,3,3,3,3,100.00,69.00,90.00,80.00,86.00,4,4,4,4,4,7,7,3,24,2,,0,1,2,3,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,23,48228,#NULL!,6.00,1.00,0.00,4.00,4.00,6.00,4.40
825,30024,6,1,1,5,10.00,90.00,0.00,60.00,40.00,0.00,71.00,98.00,5,5,6,5,5,2,5,5,5,5,2,96.00,96.00,9.00,1,3,3,3,1,5,5,5,3,3,3,5,5,5,5,100.00,100.00,100.00,100.00,100.00,4,2,4,6,6,1,1,3,46,1,,0,14,2,8,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,1,11,30024,#NULL!,5.33,1.00,0.00,2.00,2.00,5.00,3.80
826,93711,6,1,6,1,20.00,60.00,20.00,40.00,20.00,40.00,99.00,41.00,1,6,1,1,1,1,2,6,1,6,6,60.00,67.00,59.00,1,5,4,4,5,1,5,5,1,4,4,5,3,5,5,100.00,83.00,78.00,74.00,70.00,1,7,1,6,6,1,1,3,36,2,,0,4,3,5,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,5,93711,#NULL!,2.67,1.00,0.00,6.00,6.00,6.00,5.20
827,35217,3,5,5,3,80.00,20.00,0.00,90.00,10.00,0.00,50.00,10.00,6,5,6,2,2,2,2,5,2,2,5,10.00,10.00,10.00,1,5,2,3,5,5,2,5,2,1,1,5,3,3,4,100.00,40.00,10.00,10.00,100.00,6,2,7,7,7,4,4,3,33,2,,0,4,3,4,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,1,35217,#NULL!,5.67,1.00,0.00,5.00,5.00,5.00,4.40
828,43607,1,6,6,1,60.00,10.00,30.00,60.00,10.00,30.00,50.00,100.00,1,2,1,4,6,6,1,1,1,1,6,50.00,100.00,2.00,2,5,5,5,5,5,5,5,2,1,1,2,1,1,1,100.00,5.00,43.00,8.00,43.00,7,7,7,7,7,3,3,3,27,1,,0,12,3,1,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,36,43607,#NULL!,1.33,1.00,0.00,3.00,1.00,1.00,1.40
830,30034,1,4,3,3,50.00,30.00,20.00,45.00,30.00,25.00,55.00,39.00,4,6,6,4,4,3,3,3,3,4,4,100.00,52.00,1.00,1,5,5,4,5,5,5,5,1,3,2,5,1,1,5,100.00,68.00,53.00,55.00,56.00,7,3,7,7,7,4,4,3,68,2,,0,14,2,7,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,11,30034,#NULL!,5.33,1.00,0.00,3.00,3.00,4.00,3.20
833,60629,2,2,5,5,40.00,40.00,20.00,40.00,40.00,20.00,100.00,100.00,3,4,4,5,3,3,4,5,3,3,5,100.00,50.00,0.00,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100.00,100.00,98.00,100.00,100.00,7,1,7,7,7,2,2,3,50,2,,0,11,2,10,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,14,60629,#NULL!,3.67,1.00,0.00,2.00,4.00,4.00,3.80
834,28139,6,5,5,5,50.00,50.00,0.00,50.00,50.00,0.00,67.00,41.00,6,5,4,5,4,6,5,5,4,5,6,30.00,40.00,27.00,3,4,4,3,5,5,5,4,3,3,3,5,4,4,3,29.00,40.00,53.00,47.00,20.00,6,6,6,6,6,6,5,3,42,1,,0,1,2,8,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,4,34,28139,#NULL!,5.00,1.00,0.00,2.00,3.00,1.00,3.20
838,27295,2,4,5,3,0.00,100.00,0.00,0.00,100.00,0.00,51.00,50.00,4,4,1,2,2,2,4,4,4,3,3,71.00,30.00,1.00,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4,61.00,92.00,6.00,58.00,59.00,6,6,6,6,6,4,4,3,38,2,,0,12,2,5,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,3,#NULL!,34,27295,#NULL!,3.00,1.00,1.00,5.00,5.00,5.00,4.60
839,28328,2,2,2,2,60.00,30.00,10.00,60.00,30.00,10.00,50.00,27.00,4,4,3,2,4,4,3,3,5,6,2,100.00,99.00,0.00,1,4,4,4,1,2,1,1,4,2,4,4,3,1,1,99.00,100.00,100.00,63.00,78.00,7,1,7,7,7,4,4,2,52,2,,0,11,4,6,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,1,34,28328,#NULL!,3.67,0.00,0.00,5.00,3.00,3.00,3.40
840,11415,3,4,5,3,30.00,40.00,30.00,30.00,40.00,30.00,49.00,34.00,4,4,4,3,4,3,4,5,4,4,4,92.00,7.00,0.00,1,3,1,5,4,5,4,4,4,2,4,5,5,4,5,70.00,79.00,55.00,78.00,59.00,6,1,6,7,7,1,1,3,50,1,,0,17,3,5,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,33,11415,#NULL!,4.00,1.00,0.00,4.00,3.00,4.00,4.00
841,60425,2,2,4,4,40.00,45.00,15.00,40.00,50.00,10.00,62.00,44.00,5,4,4,2,2,2,2,4,6,2,4,58.00,52.00,19.00,1,4,3,5,5,5,5,4,3,3,3,5,5,4,4,100.00,67.00,69.00,65.00,52.00,4,2,5,5,5,3,4,3,75,2,,0,12,4,6,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,14,60425,#NULL!,4.33,1.00,0.00,5.00,5.00,5.00,4.20
842,63116,4,5,4,4,60.00,30.00,10.00,30.00,50.00,20.00,53.00,45.00,3,4,3,2,4,2,4,4,4,4,3,100.00,80.00,2.00,1,1,2,3,5,5,4,5,1,2,1,5,3,3,4,100.00,72.00,67.00,57.00,69.00,7,2,6,7,6,3,4,3,72,2,,0,13,3,5,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,26,63116,#NULL!,3.33,1.00,0.00,5.00,3.00,5.00,4.20
843,23607,2,4,5,3,70.00,30.00,0.00,60.00,30.00,10.00,52.00,52.00,6,5,5,5,4,4,3,4,1,3,4,30.00,8.00,1.00,1,1,2,3,5,3,3,3,3,1,1,4,4,3,3,23.00,64.00,85.00,83.00,91.00,3,2,7,7,5,4,4,2,33,1,,0,9,3,7,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,2,48,23607,#NULL!,5.33,0.00,0.00,2.00,3.00,3.00,3.00
844,17331,1,1,1,1,25.00,35.00,40.00,25.00,35.00,40.00,100.00,100.00,6,2,6,6,3,1,4,3,1,1,3,100.00,100.00,2.00,2,4,2,3,5,5,3,5,4,3,3,2,5,1,2,100.00,90.00,75.00,51.00,52.00,7,7,7,7,7,1,1,4,42,1,,0,10,2,1,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,39,17331,#NULL!,4.67,0.00,0.00,1.00,4.00,6.00,3.60
845,20020,2,4,4,4,40.00,30.00,30.00,30.00,40.00,30.00,59.00,55.00,6,6,6,3,3,1,4,6,1,1,6,100.00,100.00,4.00,1,5,5,5,4,4,4,4,2,1,1,3,3,3,3,100.00,54.00,56.00,51.00,64.00,3,2,3,6,2,4,4,3,37,2,,0,8,2,5,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,9,20020,#NULL!,6.00,1.00,0.00,4.00,4.00,6.00,4.80
846,37209,4,5,4,2,50.00,20.00,30.00,60.00,20.00,20.00,60.00,20.00,5,4,6,2,2,2,4,4,1,2,6,100.00,44.00,11.00,1,1,4,4,5,5,5,5,1,4,4,5,5,5,5,98.00,99.00,62.00,70.00,57.00,7,1,7,7,7,6,5,3,51,1,,0,8,3,6,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,4,44,37209,#NULL!,5.00,1.00,0.00,5.00,5.00,5.00,4.60
847,12182,2,3,4,3,25.00,65.00,10.00,55.00,20.00,25.00,24.00,19.00,4,4,3,4,4,3,4,3,1,2,5,10.00,17.00,1.00,1,3,4,5,3,3,3,4,2,4,5,3,3,3,4,89.00,51.00,9.00,2.00,44.00,4,4,4,4,4,5,4,3,21,2,,0,1,2,6,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,3,33,12182,#NULL!,3.67,1.00,0.00,3.00,3.00,4.00,3.40
848,77009,1,1,4,3,60.00,30.00,10.00,60.00,35.00,5.00,41.00,26.00,2,6,5,4,1,2,4,5,4,4,4,38.00,24.00,0.00,2,3,4,4,5,5,3,5,3,4,4,1,5,3,5,37.00,21.00,41.00,#NULL!,38.00,3,4,4,4,4,4,4,4,52,1,,0,10,3,7,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,45,77009,#NULL!,4.33,0.00,0.00,3.00,6.00,5.00,4.60
849,24348,6,5,4,4,25.00,25.00,50.00,0.00,0.00,100.00,67.00,68.00,6,5,3,6,5,3,5,6,4,5,6,100.00,11.00,12.00,1,3,3,3,5,4,3,4,3,3,2,5,4,3,4,90.00,94.00,72.00,37.00,50.00,7,6,5,4,5,3,4,3,#NULL!,2,,0,6,3,3,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,3,48,24348,#NULL!,4.67,1.00,0.00,1.00,2.00,4.00,3.60
850,06112,3,3,3,3,30.00,40.00,30.00,40.00,30.00,30.00,50.00,34.00,4,5,4,3,3,3,4,4,2,4,4,51.00,29.00,37.00,3,4,3,4,2,5,3,4,4,3,2,3,3,3,3,80.00,64.00,57.00,11.00,16.00,4,3,4,5,4,4,4,3,38,2,,0,6,2,5,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,4,7,06112,#NULL!,4.33,1.00,0.00,4.00,4.00,4.00,4.00
851,44106,4,4,4,4,25.00,15.00,60.00,35.00,25.00,40.00,40.00,20.00,4,4,6,2,4,4,2,2,5,6,2,100.00,57.00,9.00,1,1,5,3,5,5,4,5,1,2,3,5,4,4,5,88.00,88.00,69.00,69.00,87.00,7,1,7,7,7,3,5,3,61,1,,0,7,3,4,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,4,36,44106,#NULL!,4.67,1.00,0.00,5.00,3.00,3.00,3.00
852,72116,2,2,2,2,30.00,50.00,20.00,40.00,30.00,30.00,55.00,53.00,4,4,4,4,4,3,4,4,4,3,4,76.00,57.00,#NULL!,1,3,3,3,3,3,4,4,3,3,3,3,3,4,4,84.00,83.00,77.00,69.00,69.00,4,3,6,6,7,6,5,2,57,1,,0,5,2,8,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,4,4,72116,#NULL!,4.00,0.00,0.00,3.00,3.00,4.00,3.60
853,95330,1,6,6,1,60.00,10.00,30.00,50.00,10.00,40.00,62.00,81.00,6,4,6,4,4,3,3,3,3,4,4,52.00,53.00,1.00,2,5,3,5,5,4,4,4,5,3,4,4,2,3,4,97.00,71.00,82.00,86.00,86.00,6,6,6,6,6,2,2,3,52,1,,0,17,3,7,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,5,95330,#NULL!,5.33,1.00,0.00,3.00,3.00,4.00,3.20
