ID,LUCID_zip,Wpoor,Bpoor,Wwealthy,Bwealthy,city_B,city_W,poverty_city_Other,US_B,US_W,poverty_US_Other,statusBlack,statusWhite,welfsupp1,welfsupp2,welfsupp3,recip1,recip2,recip3,recip4,recip5,SuppRep1,SuppRep2,SuppRep3,Vote_Biden,Vote_Sanders,Vote_Trump,vote_final,black_contact1,black_contact2,black_contact3,black_quality1,black_quality2,black_quality3,black_quality4,white_contact1,white_contact2,white_contact3,white_quality1,white_quality2,white_quality3,white_quality4,ThermBlack,ThermWhite,ThermHisp,ThermAsian,ThermNatAm,IMS1,IMS2,IMS3,IMS4,IMS5,soc_iss,econ_iss,pol_aff,age,gender,gender_TEXT,receivewelf1,income,edu,LadderSelf,race_White,race_Black,race_NatAm,race_Asian,race_Multiracial,race_Multiracial_TEXT,race_Other,race_Other_TEXT,ethn_NotHispLat,ethn_HispLat,White_ident,Black_ident,State,zip,CALC_VAR_BELOW,WelfSupport,Democrat,PsWhite,recip1R,recip2R,recip3R,HardworkingWelf
223,40203,2,2,4,4,50.00,30.00,20.00,40.00,40.00,20.00,50.00,35.00,3,3,3,2,2,1,2,4,1,1,4,50.00,89.00,0.00,2,4,4,4,3,3,4,4,4,3,4,3,3,4,4,72.00,48.00,56.00,60.00,65.00,6,2,6,6,6,2,2,3,46,2,,0,13,3,4,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,18,40203,#NULL!,3.00,1.00,0.00,5.00,5.00,6.00,4.40
224,92337,2,3,5,3,40.00,20.00,40.00,40.00,20.00,40.00,43.00,29.00,4,4,4,3,4,3,3,3,5,2,4,49.00,47.00,9.00,2,1,2,3,4,4,4,4,1,3,1,4,4,4,4,50.00,50.00,51.00,51.00,51.00,6,2,6,6,6,3,4,3,40,2,,0,11,2,2,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,4,5,92337,#NULL!,4.00,1.00,0.00,4.00,3.00,4.00,3.40
225,98499,2,3,3,3,15.00,40.00,45.00,75.00,15.00,10.00,73.00,81.00,6,3,6,3,3,3,3,3,1,1,4,71.00,96.00,2.00,2,3,2,3,3,3,3,3,5,5,5,5,5,5,5,87.00,83.00,97.00,93.00,89.00,7,1,7,7,7,4,4,3,34,1,,0,14,5,7,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,1,#NULL!,49,98499,#NULL!,5.00,1.00,1.00,4.00,4.00,4.00,3.60
226,35215,3,3,4,3,35.00,35.00,30.00,35.00,35.00,30.00,56.00,56.00,6,6,6,4,2,1,3,3,1,1,6,100.00,43.00,0.00,1,3,3,4,5,5,5,5,3,3,3,5,5,5,5,100.00,100.00,99.00,100.00,100.00,7,1,7,7,7,4,4,3,26,2,,0,15,5,6,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,1,35215,#NULL!,6.00,1.00,0.00,3.00,5.00,6.00,4.00
227,48506,1,1,3,3,30.00,30.00,40.00,35.00,35.00,30.00,51.00,35.00,5,4,4,3,4,2,2,4,6,6,1,15.00,0.00,100.00,3,3,1,3,5,5,5,5,4,4,5,5,5,5,5,58.00,54.00,55.00,61.00,56.00,6,1,7,1,4,6,4,3,51,1,,0,10,4,3,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,4,#NULL!,23,48506,#NULL!,4.33,1.00,1.00,4.00,3.00,5.00,3.60
228,32826,4,5,6,6,20.00,70.00,10.00,50.00,30.00,20.00,63.00,98.00,5,5,6,5,4,5,5,4,6,4,4,63.00,43.00,93.00,3,3,3,3,1,5,3,5,5,4,5,5,1,5,5,44.00,83.00,12.00,19.00,31.00,7,5,6,6,7,6,6,1,35,1,,0,18,6,9,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,4,#NULL!,34,27104,#NULL!,5.33,0.00,1.00,2.00,3.00,2.00,3.20
229,27358,2,2,3,3,50.00,45.00,5.00,40.00,30.00,30.00,50.00,50.00,2,3,2,4,4,4,3,2,6,6,3,1.00,1.00,100.00,3,5,2,5,5,5,5,5,5,5,5,5,5,4,5,100.00,100.00,100.00,100.00,100.00,6,2,7,6,6,6,6,1,18,1,,0,9,3,6,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,2,#NULL!,34,27358,#NULL!,2.33,0.00,1.00,3.00,3.00,3.00,2.80
230,90014,3,4,4,3,65.00,25.00,10.00,65.00,25.00,10.00,81.00,59.00,5,4,4,4,4,4,5,3,3,3,5,6.00,2.00,78.00,3,4,3,2,4,2,2,4,5,5,4,5,5,3,5,69.00,75.00,64.00,47.00,85.00,4,5,4,5,5,3,4,1,35,1,,0,20,5,4,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,3,#NULL!,33,10013,#NULL!,4.33,0.00,1.00,3.00,3.00,3.00,3.40
231,23231,2,1,6,1,75.00,20.00,5.00,90.00,3.00,7.00,49.00,85.00,5,1,4,3,4,1,1,6,1,1,4,80.00,49.00,0.00,1,5,2,5,3,1,4,5,2,1,1,1,2,1,1,100.00,32.00,72.00,50.00,50.00,2,4,5,7,6,6,1,3,19,2,,0,13,3,5,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,48,23231,#NULL!,3.33,1.00,0.00,4.00,3.00,6.00,4.00
232,20746,2,5,3,1,40.00,20.00,40.00,50.00,15.00,35.00,40.00,20.00,6,5,4,1,4,2,3,4,1,1,5,100.00,45.00,5.00,1,5,5,3,5,3,3,3,2,1,1,4,3,2,3,100.00,50.00,100.00,100.00,100.00,6,2,6,6,5,3,3,3,69,2,,0,8,5,2,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,4,21,20746,#NULL!,5.00,1.00,0.00,6.00,3.00,5.00,4.20
236,37411,3,3,3,3,50.00,25.00,25.00,50.00,25.00,25.00,51.00,52.00,3,3,3,3,3,3,3,3,3,3,3,52.00,53.00,54.00,1,2,2,2,3,3,3,3,2,2,2,3,3,3,3,51.00,53.00,55.00,56.00,54.00,4,4,4,4,4,4,4,4,50,1,,0,13,5,6,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,3,44,37411,#NULL!,3.00,0.00,0.00,4.00,4.00,4.00,3.60
237,26241,1,1,1,1,20.00,70.00,10.00,20.00,70.00,10.00,49.00,53.00,2,5,5,1,1,1,3,4,5,1,6,13.00,97.00,13.00,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100.00,100.00,99.00,100.00,100.00,7,1,7,7,7,1,1,4,25,1,,0,13,6,2,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,1,#NULL!,50,26241,#NULL!,4.00,0.00,1.00,6.00,6.00,6.00,5.00
239,30641,3,4,2,2,50.00,40.00,10.00,60.00,30.00,10.00,50.00,18.00,1,2,1,5,4,3,2,3,6,6,1,0.00,0.00,100.00,3,5,2,2,1,3,3,4,2,2,5,1,4,3,3,40.00,50.00,60.00,50.00,50.00,7,1,7,7,7,7,7,1,18,1,,0,13,3,1,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,1,#NULL!,11,30641,#NULL!,1.33,0.00,1.00,2.00,3.00,4.00,2.80
240,27405,1,4,6,4,100.00,0.00,0.00,100.00,0.00,0.00,81.00,53.00,4,4,4,2,2,2,2,2,2,2,2,54.00,32.00,1.00,1,1,5,5,2,4,1,5,1,1,1,4,3,2,5,100.00,54.00,57.00,54.00,51.00,4,4,4,4,4,4,4,3,60,2,,0,1,2,9,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,34,27405,#NULL!,4.00,1.00,0.00,5.00,5.00,5.00,3.80
241,31792,3,3,2,2,50.00,50.00,0.00,50.00,50.00,0.00,1.00,1.00,5,5,6,3,4,4,3,4,5,4,4,16.00,21.00,100.00,3,4,4,3,3,3,3,3,4,3,4,3,3,3,3,50.00,50.00,50.00,50.00,50.00,6,4,6,6,6,4,4,1,28,1,,0,1,1,1,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,1,#NULL!,33,23472,#NULL!,5.33,0.00,1.00,4.00,3.00,3.00,3.40
242,70506,2,2,2,2,20.00,40.00,40.00,40.00,30.00,30.00,47.00,52.00,6,5,5,4,2,2,4,4,2,5,2,70.00,48.00,14.00,1,5,4,4,5,5,5,5,4,3,4,5,5,5,5,100.00,100.00,100.00,100.00,100.00,7,1,7,7,7,2,3,3,34,2,,0,1,3,5,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,19,70506,#NULL!,5.33,1.00,0.00,3.00,5.00,5.00,4.20
243,77036,6,5,6,6,35.00,65.00,0.00,45.00,45.00,10.00,70.00,6.00,5,4,3,4,4,3,2,5,5,5,4,45.00,49.00,27.00,3,3,3,2,3,5,2,5,3,3,4,5,3,4,5,13.00,82.00,64.00,41.00,49.00,5,4,5,6,5,6,5,2,30,1,,0,14,4,8,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,4,15,46526,#NULL!,4.00,0.00,0.00,3.00,3.00,4.00,3.40
245,62206,2,1,4,4,50.00,50.00,0.00,100.00,0.00,0.00,86.00,80.00,3,4,4,4,4,3,4,4,5,4,5,74.00,75.00,77.00,2,3,3,4,3,3,3,3,4,4,4,3,3,3,3,84.00,73.00,73.00,77.00,67.00,5,6,6,6,4,5,4,2,31,1,,0,17,2,8,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,4,14,62206,#NULL!,3.67,0.00,0.00,3.00,3.00,4.00,3.60
246,49120,6,6,4,4,10.00,25.00,65.00,50.00,50.00,0.00,47.00,50.00,6,3,1,6,1,6,6,6,3,6,6,25.00,29.00,35.00,1,2,2,2,3,2,2,3,1,2,2,3,5,3,2,64.00,50.00,53.00,51.00,70.00,7,7,7,7,7,5,5,2,45,1,,0,5,3,1,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,3,#NULL!,23,49120,#NULL!,3.33,0.00,1.00,1.00,6.00,1.00,4.00
247,48185,2,2,3,3,100.00,0.00,0.00,100.00,0.00,0.00,100.00,100.00,4,5,5,4,3,5,3,1,3,6,5,100.00,100.00,100.00,1,5,5,5,5,3,3,3,4,2,2,3,3,3,3,100.00,100.00,99.00,100.00,100.00,5,4,4,4,4,1,3,3,38,1,,0,1,2,5,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,3,23,48185,#NULL!,4.67,1.00,0.00,3.00,4.00,2.00,2.60
248,20019,1,2,3,2,40.00,30.00,30.00,40.00,30.00,30.00,55.00,39.00,4,4,4,4,4,3,3,3,3,2,5,77.00,62.00,1.00,2,4,5,4,5,4,4,4,2,2,3,5,4,4,4,75.00,76.00,77.00,82.00,75.00,2,3,3,3,3,4,4,2,55,2,,0,11,2,8,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,3,9,20019,#NULL!,4.00,0.00,0.00,3.00,3.00,4.00,3.20
249,37138,4,4,4,4,20.00,70.00,10.00,60.00,30.00,10.00,5.00,1.00,4,4,6,4,4,4,2,2,6,6,1,1.00,5.00,50.00,3,3,2,2,4,3,3,3,2,2,2,4,4,3,3,5.00,20.00,5.00,5.00,15.00,4,4,4,4,4,4,4,4,48,1,,0,4,3,3,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,1,#NULL!,44,37138,#NULL!,4.67,0.00,1.00,3.00,3.00,3.00,2.60
250,46320,4,4,3,3,50.00,50.00,0.00,70.00,30.00,0.00,65.00,50.00,1,3,1,5,5,5,1,1,1,5,6,0.00,0.00,100.00,3,3,3,3,3,4,3,4,4,4,4,4,4,3,3,50.00,50.00,50.00,50.00,50.00,6,2,6,4,5,4,4,1,25,1,,0,12,2,5,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,3,#NULL!,15,46320,#NULL!,1.67,0.00,1.00,2.00,2.00,2.00,1.60
251,65810,3,3,3,3,2.00,80.00,18.00,5.00,75.00,20.00,50.00,50.00,1,2,1,3,4,1,4,5,6,6,1,0.00,0.00,100.00,3,5,1,3,3,3,3,3,5,1,5,3,3,3,3,50.00,50.00,50.00,50.00,50.00,2,2,7,6,2,7,7,1,48,1,,0,13,3,5,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,1,#NULL!,26,65810,#NULL!,1.33,0.00,1.00,4.00,3.00,6.00,4.40
252,86409,3,4,3,3,30.00,40.00,30.00,30.00,50.00,20.00,55.00,45.00,4,4,4,4,5,4,4,3,2,5,4,30.00,20.00,80.00,3,1,1,1,5,5,3,3,1,3,3,5,5,3,4,50.00,60.00,50.00,50.00,60.00,6,3,6,7,7,6,6,1,77,1,,0,13,1,5,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,3,#NULL!,3,86409,#NULL!,4.00,0.00,1.00,3.00,2.00,3.00,3.00
254,60629,2,2,4,3,40.00,40.00,20.00,40.00,40.00,20.00,90.00,100.00,5,4,4,6,3,4,4,4,3,3,3,44.00,46.00,34.00,2,5,5,5,5,5,5,5,4,1,2,5,5,4,5,100.00,56.00,56.00,52.00,52.00,6,6,6,6,4,4,4,3,33,2,,0,7,2,8,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,14,60629,#NULL!,4.33,1.00,0.00,1.00,4.00,3.00,3.20
255,48001,4,4,5,3,50.00,30.00,20.00,50.00,20.00,30.00,69.00,40.00,5,5,6,3,2,2,4,5,4,4,3,52.00,75.00,1.00,2,3,1,3,4,4,3,3,5,5,5,2,2,3,3,72.00,69.00,52.00,69.00,51.00,6,2,6,6,6,2,2,3,30,1,,0,16,5,6,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,3,#NULL!,23,48185,#NULL!,5.33,1.00,1.00,4.00,5.00,5.00,4.60
257,46806,1,1,1,1,50.00,50.00,0.00,50.00,50.00,0.00,80.00,50.00,4,6,5,1,1,1,4,4,1,3,2,25.00,75.00,51.00,2,4,4,4,5,2,5,5,4,4,4,5,4,5,5,100.00,100.00,100.00,100.00,100.00,4,1,7,7,7,7,4,3,30,1,,0,9,1,6,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,15,46806,#NULL!,5.00,1.00,0.00,6.00,6.00,6.00,5.20
258,44102,4,2,1,3,50.00,50.00,0.00,60.00,40.00,0.00,58.00,68.00,5,5,3,1,1,1,5,5,1,4,6,82.00,79.00,14.00,1,4,4,4,5,5,5,4,4,5,5,5,5,1,5,73.00,96.00,66.00,53.00,67.00,7,7,7,7,7,4,4,3,46,1,,0,1,2,5,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,4,#NULL!,36,44102,#NULL!,4.33,1.00,1.00,6.00,6.00,6.00,5.60
259,45680,1,6,5,4,60.00,30.00,10.00,50.00,30.00,20.00,82.00,97.00,5,4,5,5,6,6,5,1,6,6,1,0.00,0.00,57.00,3,1,1,1,1,1,1,1,1,5,2,1,4,1,2,#NULL!,22.00,89.00,40.00,94.00,5,2,7,7,5,4,4,1,26,1,,0,5,2,5,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,5,#NULL!,36,45680,#NULL!,4.67,0.00,1.00,2.00,1.00,1.00,2.00
260,98930,5,6,5,6,0.00,100.00,0.00,50.00,10.00,40.00,51.00,100.00,6,4,6,3,2,2,3,3,1,4,4,1.00,2.00,100.00,3,1,1,1,5,5,5,5,2,2,2,1,1,1,1,100.00,9.00,100.00,100.00,100.00,3,2,5,7,7,4,4,2,42,1,,0,8,2,10,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,1,#NULL!,49,98930,#NULL!,5.33,0.00,1.00,4.00,5.00,5.00,4.00
261,78653,4,4,6,4,50.00,50.00,0.00,50.00,40.00,10.00,51.00,53.00,5,5,5,2,1,1,5,5,4,4,4,93.00,84.00,1.00,1,4,4,4,4,5,5,4,4,4,4,4,5,3,5,85.00,84.00,79.00,74.00,78.00,5,2,5,6,5,4,4,2,58,1,,0,12,2,5,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,1,#NULL!,45,78660,#NULL!,5.00,0.00,1.00,5.00,6.00,6.00,5.40
262,55409,1,4,6,5,60.00,10.00,30.00,60.00,10.00,30.00,51.00,30.00,6,4,5,4,4,4,4,4,1,1,6,83.00,17.00,0.00,1,3,2,2,4,4,4,4,5,2,3,2,3,3,4,70.00,76.00,70.00,70.00,80.00,6,1,6,6,6,5,6,3,58,1,,0,13,3,7,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,24,55409,#NULL!,5.00,1.00,0.00,3.00,3.00,3.00,3.40
263,25306,2,2,2,2,25.00,40.00,35.00,40.00,40.00,20.00,51.00,50.00,3,4,4,4,3,2,2,5,2,4,5,65.00,31.00,2.00,1,3,2,3,5,5,1,5,4,4,4,5,5,1,5,70.00,82.00,51.00,78.00,81.00,7,2,6,2,7,1,4,2,25,1,,0,1,1,5,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,3,#NULL!,50,25306,#NULL!,3.67,0.00,1.00,3.00,4.00,5.00,3.80
264,08003,2,2,4,4,50.00,50.00,0.00,50.00,50.00,0.00,50.00,50.00,4,5,4,4,4,4,4,4,2,2,2,100.00,100.00,#NULL!,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,100.00,100.00,38.00,100.00,100.00,7,7,7,7,7,1,7,3,22,2,,0,15,5,7,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,3,#NULL!,31,08003,#NULL!,4.33,1.00,1.00,3.00,3.00,3.00,3.40
265,44122,4,4,5,2,50.00,25.00,25.00,50.00,25.00,25.00,52.00,7.00,4,4,5,3,2,2,5,5,2,2,5,83.00,100.00,1.00,2,5,5,5,5,5,5,5,2,2,2,1,1,1,1,95.00,100.00,47.00,30.00,100.00,7,3,7,7,7,1,1,3,66,1,,0,8,4,1,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,36,44122,#NULL!,4.33,1.00,0.00,4.00,5.00,5.00,4.80
266,30168,3,6,6,4,80.00,5.00,15.00,75.00,10.00,15.00,50.00,6.00,4,4,6,2,1,1,5,5,1,1,5,50.00,69.00,2.00,2,4,4,3,5,4,5,4,2,1,1,3,2,1,2,92.00,35.00,31.00,42.00,39.00,6,2,6,7,6,4,5,3,54,1,,0,10,2,4,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,11,30168,#NULL!,4.67,1.00,0.00,5.00,6.00,6.00,5.40
267,48186,2,2,2,2,0.00,100.00,0.00,100.00,0.00,0.00,30.00,31.00,5,3,3,4,3,4,3,2,5,3,2,28.00,27.00,11.00,2,1,3,4,1,3,4,5,1,3,4,1,3,3,4,21.00,8.00,8.00,7.00,11.00,2,4,5,3,3,4,5,2,39,2,,0,6,3,3,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,2,3,48141,#NULL!,3.67,0.00,0.00,3.00,4.00,3.00,3.00
268,31217,3,4,5,5,50.00,20.00,30.00,80.00,10.00,10.00,40.00,25.00,4,4,6,4,3,3,4,4,1,4,6,79.00,50.00,0.00,1,4,4,3,5,5,4,4,3,2,3,5,3,4,4,91.00,90.00,50.00,50.00,81.00,7,2,7,6,7,1,1,3,39,1,,0,7,3,4,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,4,11,31217,#NULL!,4.67,1.00,0.00,3.00,4.00,4.00,3.80
269,32833,1,4,4,3,30.00,10.00,60.00,30.00,10.00,60.00,49.00,11.00,4,4,5,3,4,2,3,3,2,2,4,100.00,2.00,21.00,1,4,2,3,1,2,1,2,3,2,3,1,2,2,2,67.00,100.00,10.00,64.00,42.00,5,3,4,5,5,3,5,4,46,1,,0,13,4,4,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,3,10,32833,#NULL!,4.33,0.00,0.00,4.00,3.00,5.00,3.60
270,46383,2,5,5,2,30.00,50.00,20.00,60.00,20.00,20.00,60.00,61.00,6,4,6,1,4,4,2,3,6,6,1,4.00,5.00,100.00,3,5,4,5,5,3,4,4,5,4,3,5,4,3,4,71.00,71.00,59.00,61.00,52.00,6,4,6,6,6,4,4,3,32,2,,0,14,2,4,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,4,15,46383,#NULL!,5.33,1.00,0.00,6.00,3.00,3.00,3.40
271,50312,1,4,1,1,50.00,30.00,20.00,50.00,40.00,10.00,63.00,35.00,5,5,6,4,4,4,4,4,1,6,1,82.00,81.00,3.00,1,5,2,3,5,3,3,5,5,3,3,5,3,3,5,100.00,100.00,100.00,100.00,100.00,7,2,6,5,6,3,3,3,53,1,,0,10,2,6,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,3,#NULL!,16,50312,#NULL!,5.33,1.00,1.00,3.00,3.00,3.00,3.40
272,28214,3,3,4,3,40.00,30.00,30.00,50.00,20.00,30.00,53.00,33.00,5,4,5,4,5,4,3,3,3,3,3,100.00,56.00,0.00,1,2,4,3,5,3,3,5,4,1,4,4,4,4,5,80.00,73.00,73.00,82.00,81.00,7,4,6,4,6,3,3,3,53,1,,0,15,3,6,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,34,28214,#NULL!,4.67,1.00,0.00,3.00,2.00,3.00,2.80
273,32209,4,6,6,3,50.00,20.00,30.00,40.00,20.00,40.00,51.00,63.00,6,6,6,3,1,1,2,5,2,3,4,82.00,93.00,6.00,1,5,5,5,5,5,5,5,3,3,3,5,5,5,5,53.00,53.00,52.00,53.00,53.00,3,4,4,4,4,4,4,3,41,2,,0,1,1,5,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,10,33604,#NULL!,6.00,1.00,0.00,4.00,6.00,6.00,4.60
274,40211,6,6,6,6,80.00,20.00,0.00,80.00,20.00,0.00,50.00,50.00,6,6,6,6,6,6,6,6,6,6,6,50.00,50.00,1.00,2,1,1,1,5,5,5,5,1,1,1,5,5,5,5,50.00,50.00,50.00,50.00,50.00,7,7,7,7,7,4,4,3,41,2,,0,1,1,5,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,18,40211,#NULL!,6.00,1.00,0.00,1.00,1.00,1.00,3.00
275,32052,1,6,6,2,90.00,10.00,0.00,70.00,20.00,10.00,26.00,5.00,6,4,6,2,2,2,4,4,2,2,5,100.00,28.00,1.00,1,1,2,2,5,5,4,4,1,2,2,5,3,3,4,70.00,38.00,57.00,55.00,51.00,7,1,7,7,7,4,4,3,57,1,,0,8,1,5,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,10,32052,#NULL!,5.33,1.00,0.00,5.00,5.00,5.00,4.60
276,38901,3,3,4,4,60.00,40.00,0.00,40.00,20.00,40.00,49.00,29.00,4,4,5,4,3,2,4,4,3,3,4,83.00,50.00,47.00,1,4,4,4,5,5,5,5,2,1,1,5,5,5,5,75.00,61.00,52.00,63.00,53.00,6,4,4,5,5,6,2,3,62,1,,0,10,3,6,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,4,25,38901,#NULL!,4.33,1.00,0.00,3.00,4.00,5.00,4.00
277,23832,2,2,5,5,35.00,30.00,35.00,35.00,30.00,35.00,50.00,50.00,2,3,3,4,4,4,3,3,1,2,5,50.00,50.00,1.00,1,5,2,5,3,3,4,4,3,1,3,5,3,4,4,80.00,80.00,80.00,80.00,80.00,7,4,7,3,4,4,4,3,27,1,,0,9,2,4,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,3,48,23832,#NULL!,2.67,1.00,0.00,3.00,3.00,3.00,3.00
278,89106,1,6,4,3,80.00,20.00,0.00,90.00,10.00,0.00,14.00,12.00,6,6,6,1,1,1,4,3,3,3,6,50.00,50.00,50.00,3,1,1,1,3,3,3,3,1,2,1,3,3,3,3,25.00,24.00,43.00,32.00,54.00,1,1,7,7,7,4,4,4,39,2,,0,1,2,1,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,1,29,89106,#NULL!,6.00,0.00,0.00,6.00,6.00,6.00,5.00
279,38618,3,5,6,6,20.00,10.00,70.00,80.00,10.00,10.00,38.00,27.00,5,1,1,5,5,6,6,5,6,6,5,62.00,31.00,0.00,2,2,2,1,3,3,3,3,4,3,4,1,1,1,1,100.00,19.00,44.00,12.00,84.00,5,6,5,6,6,3,5,2,29,2,,0,1,1,6,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,#NULL!,3,25,38618,#NULL!,2.33,0.00,0.00,2.00,2.00,1.00,3.20
280,92504,2,5,5,4,50.00,10.00,40.00,60.00,30.00,10.00,57.00,50.00,4,4,1,3,4,4,6,4,1,1,6,76.00,94.00,11.00,2,3,2,3,5,1,3,1,5,5,3,1,3,1,2,100.00,72.00,77.00,87.00,100.00,7,4,7,4,7,4,4,2,30,1,,0,17,1,4,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,5,92504,#NULL!,3.00,0.00,0.00,4.00,3.00,3.00,4.00
281,91351,1,5,5,1,65.00,10.00,25.00,40.00,20.00,40.00,100.00,93.00,1,2,1,5,6,4,1,1,1,6,1,0.00,0.00,100.00,3,1,1,1,1,1,1,1,3,4,4,4,3,3,4,11.00,89.00,49.00,30.00,45.00,1,6,1,1,1,7,7,1,74,1,,0,13,2,8,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,5,#NULL!,5,91351,#NULL!,1.33,0.00,1.00,2.00,1.00,3.00,1.60
282,49001,3,2,4,3,40.00,40.00,20.00,40.00,40.00,20.00,39.00,31.00,5,4,5,1,2,3,4,4,3,4,4,15.00,100.00,2.00,2,3,4,4,4,4,4,4,3,3,3,3,3,3,3,76.00,74.00,75.00,75.00,79.00,6,1,7,7,7,1,1,3,29,1,,0,10,3,5,1,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,1,#NULL!,23,49001,#NULL!,4.67,1.00,1.00,6.00,5.00,4.00,4.60
283,10466,2,1,2,2,25.00,75.00,0.00,35.00,65.00,0.00,52.00,48.00,6,3,6,3,3,3,3,3,1,1,6,79.00,71.00,1.00,1,5,3,5,5,5,5,5,2,2,1,1,1,1,3,100.00,4.00,1.00,6.00,1.00,7,1,4,7,6,1,1,3,64,2,,0,14,2,5,#NULL!,1,#NULL!,#NULL!,#NULL!,,#NULL!,,1,#NULL!,#NULL!,5,36,43207,#NULL!,5.00,1.00,0.00,4.00,4.00,4.00,3.60
